assembly_no,district,cand_no,party,name_kr,name_cn,sex,birthyear,birthmonth,birthday,address,job,education,experience,recommend_priority,votenum,voterate,elected
17,광주 북구갑,,열린우리당,강기정,姜琪正,남,1964,12,03,,시민운동가,전남대학교 행정대학원 졸업,청와대 국가균형 발전위원회 자문위원(현)||북구 희망자활후견기관 명예관장(현),,51258,59.80,True
17,광주 북구을,,열린우리당,김태홍,金泰弘,남,1942,09,27,,제16대 국회의원,서울대학교 사학과 졸업,초대민선북구청장||제16대 국회의원(현),,57317,55.70,True
17,광주 광산구,,열린우리당,김동철,金東喆,남,1955,06,30,,(사)한국석유수출입협회회장(현),서울대학교 법학과 졸업,청와대정무수석실정무기획비서관(1급)||열린우리당중앙당정책위부의장(현),,66130,58.00,True
17,대전 동구,,열린우리당,선병렬,宣炳烈,남,1958,04,03,,정당인,충남대학교 사회학과 졸업,대통령정책실신행정수도추진기획단자문위원||대전미래발전연구소 소장,,44205,43.70,True
17,대전 중구,,열린우리당,권선택,權善宅,남,1955,12,01,,대전미래발전연구소 소장,대전대학교대학원박사과정수료(행정학),대전광역시행정부시장||행정자치부자치행정국장,,60046,52.20,True
17,대전 서구갑,,열린우리당,박병석,朴炳錫,남,1952,01,25,,16대 국회의원,한양대대학원신문방송학과박사과정(휴학중),서울시 정무부시장||열린우리당 신행정수도 특별위원장,,49194,51.80,True
17,대전 서구을,,열린우리당,구논회,具論會,남,1960,06,20,,교육사업,고려대학교 행정대학원 졸업(정책학석사),대전대학학원 이사장||지방분권운동 대전본부 공동대표,,47053,41.70,True
17,대전 유성구,,열린우리당,이상민,李相珉,남,1958,01,22,,변호사,충남대학교 법과대학 법학과 졸업,대통령인사보좌 자문위원,,26247,32.20,True
17,대전 대덕구,,열린우리당,김원웅,金元雄,남,1944,03,08,,국회의원,서울대 정치학과 졸업,개혁당 대표||열린우리당 상임중앙위원,,47062,50.80,True
17,울산 중구,,한나라당,정갑윤,鄭甲潤,남,1950,11,08,,국회의원,울산대학교산업대학원졸업,제4대경남도의원||울산대학교총동창회장,,45359,46.80,True
17,울산 남구갑,,한나라당,최병국,崔炳國,남,1942,01,27,,국회의원,서울대학교 사법대학원 수료,대검찰청 중앙수사부장||한나라당 울산광역시당 위원장,,38956,48.80,True
17,울산 남구을,,한나라당,김기현,金起炫,남,1959,02,21,,변호사,서울대학교 대학원 법학과 2년 수료,울산지방법원 판사(전)||(사)울산종합자원봉사센타 이사장,,29347,45.60,True
17,울산 동구,,국민통합21,정몽준,鄭夢準,남,1951,10,17,,국회의원,존스홉킨스대학 국제관계대학원 졸업,국회의원(13|14|15|16대)||국제축구연맹 부회장,,56851,65.20,True
17,울산 북구,,민주노동당,조승수,趙承洙,남,1963,01,22,,정당인,울산대학교 지역개발대학원 졸업(행정학),북구청장||민주노동당 중앙위원,,27212,46.90,True
17,울산 울주군,,열린우리당,강길부,姜吉夫,남,1942,06,05,,교수,경원대학교 대학원 졸업,대통령 건설교통비서관||건설교통부 차관,,31979,42.60,True
17,경기 수원시장안구,,열린우리당,심재덕,沈載德,남,1939,01,15,,정당인,서울대학교농과대학잠사과졸업,민선1.2대수원시장역임||수원문화원원장,,54602,44.40,True
17,경기 수원시권선구,,열린우리당,이기우,李基宇,남,1966,08,16,,디자인큐브 대표,아주대학교 공공정책대학원 3학기 재학중,제5대 경기도의회의원||노무현후보 수원시권선구 선거대책위원장,,49790,44.00,True
17,경기 수원시팔달구,,한나라당,남경필,南景弼,남,1965,01,20,,정당인,美| 예일대 경영대학원 경영학석사(2년),한나라당 대변인(전)||미래연대 공동대표(1기ㆍ4기),,44254,49.00,True
17,경기 수원시영통구,,열린우리당,김진표,金振杓,남,1947,05,04,,정당인,美위스콘신대 대학원 공공정책학과 졸(2년),대통령정책기획수석비서관||부총리겸 재정경제부장관,,49155,48.40,True
17,경기 성남시수정구,,열린우리당,김태년,金太年,남,1965,03,20,,동북아 연구소 소장,경희대학교 행정학과 졸업,경희대학교 총학생회장||고도제한해제범시민대책위공동집행위원장,,47478,44.00,True
17,경기 성남시중원구,,열린우리당,이상락,李相樂,남,1953,05,30,,정당인,독학,전 경기도 도의원||전 경기도 도의회부의장,,42770,39.20,True
17,경기 성남시분당구갑,,한나라당,고흥길,高興吉,남,1944,08,13,,국회의원,서울대학교 정치학과 졸업,중앙일보 편집국장||한나라당 제1사무부총장,,56421,54.10,True
17,경기 성남시분당구을,,한나라당,임태희,任太熙,남,1956,12,01,,국회의원,서울대학교 경영학과 졸업,국회 재정경제위원회 위원||한나라당 제2정책 조정위원장,,55171,54.00,True
17,경기 의정부시갑,,열린우리당,문희상,文喜相,남,1945,03,03,,정당인,서울대학교 법학과 졸업,대통령비서실장||대통령정치특별보좌관,,42823,52.10,True
17,경기 의정부시을,,열린우리당,강성종,康聖鐘,남,1966,07,18,,학원법인 신흥학원 이사장,(미)브리지포트대학교 교육학 박사,새천년민주당의정부시지구당위원장||경기도축구협회회장,,37417,45.40,True
17,경기 안양시만안구,,열린우리당,이종걸,李鍾杰,남,1957,05,22,,국회의원,서울대학교 법학과 졸업,민주사회를위한 변호사모임 기획간사||노무현대통령 후보 수행실장,,59346,51.90,True
17,경기 안양시동안구갑,,열린우리당,이석현,李錫玄,남,1951,03,16,,정당인,서울대학교 법학과 졸업,제14·15대 국회의원||환경관리공단 이사장,,41913,51.60,True
17,경기 안양시동안구을,,한나라당,심재철,沈在哲,남,1958,01,18,,국회의원,서울대학교 영어교육학과 졸업,MBC 기자||한나라당 정책위 부의장,,41838,51.00,True
17,경기 부천시원미구갑,,열린우리당,김기석,金基錫,남,1946,12,05,,정당인,중앙대학교 국제경영대학원 졸업(석사),열린우리당 직능특별위원장||열린우리당 정동영의장 정무특보,,31595,46.70,True
17,경기 부천시원미구을,,열린우리당,배기선,裵基善,남,1950,09,15,,국회의원,고려대 정책과학대학원 석사과정졸업,열린우리당 깨끗한정치실천위원장||국회 문화관광위원장,,56752,47.50,True
17,경기 부천시소사구,,한나라당,김문수,金文洙,남,1951,08,27,,국회의원,서울대학교 경영대학 경영학과 졸업,제15·16대 국회의원||제17대 한나라당 국회의원 공천심사위원장,,50418,52.90,True
17,경기 부천시오정구,,열린우리당,원혜영,元惠榮,남,1951,09,27,,정당인,서울대학교 역사교육학과졸업,제14대국회의원||부천시장,,43284,60.10,True
17,경기 광명시갑,,열린우리당,이원영,李源榮,남,1954,04,07,,변호사,서울대학교 법과대학 법학과 졸업,민.변 부회장||법무법인 이산 대표변호사,,36326,49.40,True
17,경기 광명시을,,한나라당,전재희,全在姬,여,1949,09,06,,국회의원,영남대학교 법정대학 4년졸,광명시장 (관선·민선)||제16대 국회의원 (경기광명),,36029,47.20,True
17,경기 평택시갑,,열린우리당,우제항,禹濟恒,남,1948,10,26,,정당인,서울대학교 환경대학원 졸업(도시계획학),경희대학교 객원교수 역임||대통령직속국가균형발전위원회자문위원(현),,32990,48.60,True
17,경기 평택시을,,열린우리당,정장선,鄭長善,남,1958,03,16,,제16대 국회의원,연세대학교 행정대학원 졸업,국회정치개혁특별위원회위원||국회 농림해양수산위원회 간사위원(現),,39270,49.30,True
17,경기 양주시동두천시,,열린우리당,정성호,鄭成湖,남,1962,06,02,,변호사,서울대학교 법과대학 졸업,열린우리당 수도권대책특별위원회위원장||서울대학교 총동문회 이사,,45082,49.30,True
17,경기 안산시상록구갑,,열린우리당,장경수,張炅秀,남,1959,08,16,,시민운동가,단국대학교 대학원 박사과정  수료,인천시민대학 강사역임||(전)안산 환경운동연합 집행위원,,31646,44.30,True
17,경기 안산시상록구을,,열린우리당,임종인,林鍾仁,남,1956,08,28,,변호사,고려대학교 법학과 졸업,민주사회를위한변호사모임 부회장||안산 해마루 법무법인 대표변호사,,27960,47.90,True
17,경기 안산시단원구갑,,열린우리당,천정배,千正培,남,1954,12,12,,국회의원,서울대학교 대학원 법학과 석사과정 졸업,제15대| 제16대 국회의원||열린우리당 클린선거위원회 위원장,,32094,58.20,True
17,경기 안산시단원구을,,열린우리당,제종길,諸淙吉,남,1955,03,21,,한국해양연구원 책임연구원,서울대학교 대학원 해양학과 박사과정 졸업,한국해양연구원 책임연구원||안산시 21세기 발전위원회 환경분과 위원장,,26002,44.80,True
17,경기 고양시덕양구갑,,열린우리당,유시민,柳時敏,남,1959,07,28,,국회의원,서울대학교 경제학과 졸업,개혁국민정당 대표집행위원||열린우리당 경기도지부장,,40288,47.90,True
17,경기 고양시덕양구을,,열린우리당,최 성,崔 星,남,1963,08,10,,고양생활경제연구소 소장,고려대학교 정치외교학과 정치학박사,청와대 외교안보수석실(통일비서실)행정관||정동영 열린우리당 의장 통일특보,,40876,50.60,True
17,경기 고양시일산구갑,,열린우리당,한명숙,韓明淑,여,1944,03,24,,정당인,이화여자대학교대학원여성학과졸업(석사),여성부 장관||환경부 장관,,48286,49.00,True
17,경기 고양시일산구을,,한나라당,김영선,金映宣,여,1960,05,16,,국회의원,서울대 법대 공법학과 졸업,사법시험(제20회)합격||15| 16대 국회의원,,52501,45.10,True
17,경기 의왕시과천시,,한나라당,안상수,安商守,남,1946,02,09,,국회의원,마산고| 서울 법대 졸업,한나라당 대변인||대표 특보단장,,48194,48.60,True
17,경기 구리시,,열린우리당,윤호중,尹昊重,남,1963,03,27,,정당인,서울대학교 철학과졸업,청와대 민정·정책기획국장||(주)종합에너지개발회사AWI수석부사장,,36433,43.90,True
17,경기 남양주시갑,,열린우리당,최재성,崔宰誠,남,1965,09,09,,시민운동가,동국대학교 행정대학원졸업(행정학석사),동국대학교 총학생회장||구리토평톨게이트요금폐지범시민대책위원장,,30877,39.80,True
17,경기 남양주시을,,열린우리당,박기춘,朴起春,남,1956,05,01,,정당인,대진대법무행정대학원석사과정행정학과재학,제4|5대  경기도의원(자치행정|운영위원장)||열린우리당 경기도지부 사무처장,,41579,47.60,True
17,경기 오산시,,열린우리당,안민석,安敏錫,남,1966,08,13,,대학교수,미국북콜로라도주립대학교 교육학박사졸업,열린우리당 사교육대책특별위원회 위원장||오산화성 환경운동연합 운영위원장,,27173,60.50,True
17,경기 화성시,,열린우리당,안병엽,安炳燁,남,1945,02,17,,정당인,고려대학교 정치외교학과 졸업,정보통신부 장관||한국정보통신대학교 총장,,43751,45.70,True
17,경기 시흥시갑,,열린우리당,백원우,白元宇,남,1966,05,02,,정당인,고려대학교 신문방송학과 졸업,국회의원 제정구 비서관||대통령 비서실 행정관,,41124,53.00,True
17,경기 시흥시을,,열린우리당,조정식,趙正湜,남,1963,12,25,,정당인,연세대학교 행정대학원 졸업,제정구의원 정책보좌관||열린우리당 이태일 공동의장 특보,,34469,59.40,True
17,경기 군포시,,열린우리당,김부겸,金富謙,남,1958,01,21,,제16대 국회의원,서울대학교 정치학과 졸업,열린우리당 원내부대표||열린우리당 홍보위원장,,61419,49.60,True
17,경기 하남시,,열린우리당,문학진,文學振,남,1954,10,26,,정당인,고려대 사학과 졸업,열린우리당 하남시지구당 위원장||대통령 정무1비서관,,24151,42.70,True
17,경기 파주시,,한나라당,이재창,李在昌,남,1936,10,25,,국회의원,서울대학교 법학과 졸업,경기도지사||환경처장관,,47229,47.00,True
17,경기 용인시갑,,열린우리당,우제창,禹濟昌,남,1963,04,25,,정당인,옥스퍼드 대학 중국경제학 박사,동경대학 동양문화연구소 객원연구소||연세대 국제학 대학원 교수,,54814,46.50,True
17,경기 용인시을,,한나라당,한선교,韓善敎,남,1959,06,23,,정당인,성균관대졸,MBC 아나운서||한나라당 선대위 대변인,,78484,56.10,True
17,경기 안성시,,열린우리당,김선미,金善美,여,1961,03,20,,정당인,숙명여대 약학대학원 약학과 생약학석사,열린우리당 국민참여운동본부장||대한약사회 약사,,33363,50.90,True
17,경기 김포시,,한나라당,유정복,劉正福,남,1957,06,16,,교수,서울대학교 행정대학원 졸업,김포군수||김포시장,,43344,47.80,True
17,경기 이천시여주군,,한나라당,이규택,李揆澤,남,1942,07,20,,국회의원,서울대학교 사범대학 교육학과 졸업,한나라당 원내총무||한나라당 경기도당위원장(현),,49069,41.90,True
17,경기 광주시,,한나라당,박혁규,朴赫圭,남,1954,09,05,,정당인,동원대학 사무자동화과 졸업,경기도의회의원(3선)||16대 국회의원,,37316,44.50,True
17,경기 포천시연천군,,열린우리당,이철우,李哲禹,남,1960,08,09,,정당인,서울시립대 영어영문학과 졸업,대통령 직속 국가균형발전위원회 자문위원||행정자치부 지방분권위원회 자문위원,,36298,43.40,True
17,경기 양평군가평군,,한나라당,정병국,鄭柄國,남,1958,02,10,,국회의원,성균관대 대학원 졸업(정치학 박사),국회 문화관광 예산결산위원||국회물관리정책연구회장,,39280,59.00,True
17,강원 춘천시,,한나라당,허천,許천,남,1943,04,10,,정치인,춘천고등학교졸업,강원도의회 제3|4|5대 의원||춘천시사회복지협의회 회장,,47644,42.90,True
17,강원 원주시,,한나라당,이계진,李季振,남,1946,11,23,,방송인,고려대학교 국어국문학과 졸업,방송인생활 30년,,49509,42.20,True
17,강원 강릉시,,한나라당,심재엽,沈在曄,남,1946,03,02,,심로악기(주) 회장,서울대학교 상과대학 졸업,(前)강원도 정무부지사||심로악기(주) 대표이사,,45587,47.20,True
17,강원 동해시삼척시,,한나라당,최연희,崔鉛熙,남,1944,12,29,,국회의원,성균관대학교대학원졸업(법학박사),한나라당 강원도지부위원장||한나라당 사무부총장,,43199,55.60,True
17,강원 속초시고성군양양군,,한나라당,정문헌,鄭文憲,남,1966,05,04,,동국대학교 행정대학원 겸임교수,고려대학교 대학원 정치학박사,고려대학교 연구교수||유암문화재단 이사장,,23369,35.80,True
17,강원 홍천군횡성군,,열린우리당,조일현,曺馹鉉,남,1955,07,15,,정당인,중국 북경대 대학원 졸업(박사과정),제14대 국회의원||중국 북경대학 파견교수,,24194,43.10,True
17,강원 태백시영월군평창군정선군,,열린우리당,이광재,李光宰,남,1965,02,28,,정당인,연세대학교 법학과 졸업,청와대 국정상황실장,,39061,46.70,True
17,강원 철원군화천군양구군인제군,,한나라당,박세환,朴世煥,남,1957,02,03,,정당인,고려대학교 법과대학 행정학과 졸업,서울·춘천·의정부 지청 검사||한나라당 지구당 위원장,,22406,37.20,True
17,충북 청주시상당구,,열린우리당,홍재형,洪在馨,남,1938,03,27,,국회의원,서울대학교 행정대학원 행정학과졸업(석사),재정경제원장관 겸 경제부총리||제16대 국회의원,,55691,56.00,True
17,충북 청주시흥덕구갑,,열린우리당,오제세,吳濟世,남,1949,04,05,,정치인,서울대학교 환경대학원 졸업,인천광역시 행정부시장||청주시 부시장,,34204,46.20,True
17,충북 청주시흥덕구을,,열린우리당,노영민,盧英敏,남,1957,11,25,,정당인,연세대학교 경영학과 졸업,열린우리당 행정수도이전대책위원장||노무현후보선대위충북본부장,,36604,52.50,True
17,충북 충주시,,열린우리당,이시종,李始鍾,남,1947,04,18,,정당인,서울대 정치학과 졸업,내무부 지방 기획국장||1|2|3기 민선 충주시장,,46155,51.60,True
17,충북 제천시단양군,,열린우리당,서재관,徐載寬,남,1946,02,10,,정당인,고려대학교 법학과졸업,제천경찰서장||해양경찰청장,,35478,45.30,True
17,충북 청원군,,열린우리당,변재일,卞在一,남,1948,09,02,,정당인,미국 펜실베니아대학교 대학원 2년 졸업,정보통신부 차관||국무총리국무조정실 산업심의관,,27958,54.80,True
17,충북 보은군옥천군영동군,,열린우리당,이용희,李龍熙,남,1931,06,10,,정당인,대전사범학교 졸업,제9|10|12대 국회의원||열린우리당 상임고문,,36991,50.00,True
17,충북 증평군진천군괴산군음성군,,열린우리당,김종률,金鍾律,남,1962,12,25,,변호사,서울대학교 법과대학원 졸업,법무법인춘추 대표||단국대학교 법학과 교수,,42617,47.60,True
17,충남 천안시갑,,열린우리당,양승조,梁承晁,남,1959,03,21,,변호사,성균관대학교 법학과 졸업,충남육상경기연맹회장||법인택시 노조연합 법률고문,,38675,45.30,True
17,충남 천안시을,,열린우리당,박상돈,朴商敦,남,1949,09,03,,나사렛대학교 객원교수,서울대학교 행정대학원 졸업,대천시장||충청남도기획정보실장,,41615,45.50,True
17,충남 공주시연기군,,열린우리당,오시덕,吳施德,남,1947,06,09,,공주대 겸임교수,충남대학교 대학원 건축공학과 졸업,대한주택공사 사장||공주대 겸임교수,,40725,46.70,True
17,충남 보령시서천군,,자민련,류근찬,柳根粲,남,1949,02,27,,정당인,서울대학교 사범대학 졸업,KBS보도본부장||한국신문방송편집인협회부회장,,30569,39.40,True
17,충남 아산시,,열린우리당,복기왕,卜箕旺,남,1968,04,10,,정당인,고려대학교 정책대학원 석사과정 수료,(전)노무현대통령후보아산시선거대책위원장||(현)신행정수도건설 기획단 자문위원,,27769,37.40,True
17,충남 서산시태안군,,열린우리당,문석호,文錫鎬,남,1959,07,12,,국회의원,고려대학교 법학과 졸업,노무현후보 선대위 대변인||열린우리당 창당상황실장,,40827,46.80,True
17,충남 논산시계룡시금산군,,자민련,이인제,李仁濟,남,1948,12,11,,국회의원,서울대학교 행정학과 졸업,제13.14.16대 국회의원||제15대 대통령 후보,,42242,44.90,True
17,충남 부여군청양군,,자민련,김학원,金學元,남,1947,10,15,,국회의원,서울대학교 법학과 졸업,국회의원||자민련 원내총무,,34243,65.40,True
17,충남 홍성군예산군,,한나라당,홍문표,洪文杓,남,1947,10,05,,정당인,한양대학교 행정대학원 졸업,한나라당 사무부총장||한나라당 운영위원,,27081,32.50,True
17,충남 당진군,,자민련,김낙성,金洛聖,남,1942,12,06,,정당인,단국대학교 행정대학원 행정학과 졸업,(전)자유민주연합당진군지구당위원장||(전)민선1·2·3기 당진군수,,17711,37.30,True
17,전북 전주시완산구갑,,열린우리당,장영달,張永達,남,1948,08,24,,국회의원,국민대학교 대학원 졸업(법학석사),열린우리당 조직위원장||국회 국방위원장,,48556,65.40,True
17,전북 전주시완산구을,,열린우리당,이광철,李光喆,남,1956,05,02,,정당인,전북대학교 철학과 졸업,대통령자문 국가균형발전위원회 자문위원||열린우리당 중앙위원,,52632,69.20,True
17,전북 전주시덕진구,,열린우리당,채수찬,蔡秀燦,남,1955,02,27,,미국 Rice대학교 경제학과 교수,미국 펜실베니아대학교 경제학박사 취득,미국 라이스대학교 경제학과 종신교수||IMF외환위기극복김대중대통령자문,,86270,72.50,True
17,전북 군산시,,열린우리당,강봉균,康奉均,남,1943,08,13,,국회의원,서울대학교 상과대학 졸업,정보통신부 장관||재정경제부 장관,,83745,78.30,True
17,전북 익산시갑,,열린우리당,한병도,韓秉道,남,1967,12,07,,정당인,원광대학교 신문방송학과 졸업,대통령자문 국가균형발전위원회 자문위원||중앙부처 익산유치 추진단 공동단장,,47527,74.50,True
